entity,classes
Maya_Kazan,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Maybe_He'll_Notice_Her_Now,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Mayen,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Location'}"
"Mayfield,_Kentucky","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515'}"
Mayu_Watanabe,{'http://dbpedia.org/ontology/MusicalArtist'}
Mazda_CX-5,"{'http://www.wikidata.org/entity/Q386724', 'http://schema.org/CreativeWork', 'http://dbpedia.org/ontology/Automobile', 'http://dbpedia.org/ontology/Work'}"
Mazinan_Rural_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Maître_Gims,{'http://dbpedia.org/ontology/MusicalArtist'}
Mbalax,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/MusicGenre', 'http://www.wikidata.org/entity/Q188451', 'http://www.wikidata.org/entity/Q24229398', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Mbale,"{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Location'}"
Mbark_Boussoufa,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mbiyu_Koinange,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Mbom_Mbom_Julien,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
McDonnell_F2H_Banshee,"{'http://www.wikidata.org/entity/Q11436', 'http://dbpedia.org/ontology/Aircraft'}"
McFadden_&_Whitehead,"{'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
McGruff_(rapper),{'http://dbpedia.org/ontology/MusicalArtist'}
Me_Against_the_World,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Me_First_and_the_Gimme_Gimmes,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Me_and_Mrs._Jones,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Me_and_Mrs_Jones_(TV_series),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q11424', 'http://www.wikidata.org/entity/Q15416', 'http://www.wikidata.org/entity/Q33999', 'http://dbpedia.org/ontology/Actor'}"
Me_and_My_Gang_(song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Me_and_My_Imagination,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
"Meade_County,_Kentucky","{'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Meagan_McCray,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mean_(song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Mean_Machine_(film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Mean_to_Me_(Crowded_House_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Meanwhile_in_Burbank...,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Meary_James_Thurairajah_Tambimuttu,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Meat_Products_of_India,"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
Mechac_Koffi,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mechado,"{'http://dbpedia.org/ontology/Food', 'http://www.wikidata.org/entity/Q2095'}"
Mecopodinae,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Medazzaland,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Medford_Bryan_Evans,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Medgidia,"{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515'}"
Mediacorp,"{'http://www.wikidata.org/entity/Q141683', 'http://dbpedia.org/ontology/BroadcastNetwork', 'http://dbpedia.org/ontology/Band', 'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q215380'}"
Mediaset,"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
Medical_education,"{'http://dbpedia.org/ontology/EducationalInstitution', 'http://schema.org/EducationalOrganization', 'http://www.wikidata.org/entity/Q2385804', 'http://dbpedia.org/ontology/PersonFunction'}"
Medical_equipment,{''}
Medicine_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Medina_(album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Medusa_(Clan_of_Xymox_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Meerssen,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Location'}"
Meet_The_Supremes,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Meet_the_Browns_(film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
"Meet_the_Eels:_Essential_Eels,_Vol._1_(1996–2006)","{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Meet_the_Missus_(1937_film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Megacyllene_robiniae,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Megamania,"{'http://www.wikidata.org/entity/Q7889', 'http://dbpedia.org/ontology/VideoGame'}"
Megan_Sneddon,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Megan_Wing,"{'http://dbpedia.org/ontology/FigureSkater', 'http://www.wikidata.org/entity/Q13219587'}"
Megasis,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Meghli,"{'http://dbpedia.org/ontology/Food', 'http://www.wikidata.org/entity/Q2095'}"
Mego_(label),"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Megson_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Mehdi_Chamran,"{'http://dbpedia.org/ontology/President', 'http://www.wikidata.org/entity/Q30461', 'http://dbpedia.org/ontology/OfficeHolder'}"
Mehdi_Khalis,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mehdi_Mohammadi,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mehdi_Mohammadzadeh,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mehdi_Rahmati,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q937857'}"
Mehdi_Rajabzadeh,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q937857'}"
Mehdi_Tartar,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q937857'}"
Mehmed_I,{'http://dbpedia.org/ontology/Royalty'}
Mehmed_Orhan,"{'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/OfficeHolder'}"
Mehmet_Budak,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mehravan_Rural_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Mei_Shaowu,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Meiko_(American_singer),{'http://dbpedia.org/ontology/MusicalArtist'}
Meisam_Rezapour,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Meixian_Hakka_F.C.,"{'http://dbpedia.org/ontology/SoccerClub', 'http://www.wikidata.org/entity/Q476028'}"
Mel_Ferrer,"{'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999', 'http://dbpedia.org/ontology/Actor'}"
Mel_Sembler,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Mel_Tillis,{'http://dbpedia.org/ontology/MusicalArtist'}
Melancthon_Smith_(Confederate_officer),"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Melanerpes,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect', 'http://dbpedia.org/ontology/Bird'}"
Melanie_Amaro,{'http://dbpedia.org/ontology/MusicalArtist'}
Melanie_Hill,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
"Melbourne,_Florida","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Station', 'http://www.wikidata.org/entity/Q515'}"
Meld_(horse),{'http://dbpedia.org/ontology/Horse'}
Meleonoma,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Melianthaceae,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Melih_Esenbel,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Melilotus_officinalis,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Meliora_(album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Melipilla,"{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Location'}"
Melissa_Benoist,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Melissa_Busque,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Melissa_Coates,"{'http://www.wikidata.org/entity/Q13474373', 'http://dbpedia.org/ontology/Wrestler'}"
Melissa_Horn,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Melissa_Newman,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Melitaeini,"{'http://www.wikidata.org/entity/Q1390', 'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Insect'}"
Melitón_Hernández,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Melody_Thornton,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q24229398', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Melphina,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Melton_(horse),{'http://dbpedia.org/ontology/Horse'}
Melvin_Flynt_–_Da_Hustler,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Melvin_Platje,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mely_G._Tan,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Memoria_(song),"{'http://dbpedia.org/ontology/Single', 'http://www.wikidata.org/entity/Q134556'}"
Memorial_Stadium_(Bristol),"{'http://schema.org/Place', 'http://dbpedia.org/ontology/Stadium', 'http://dbpedia.org/ontology/SportFacility', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Place'}"
Memories_(Doc_Watson_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Memories_of_a_Colour,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Memphis_Beat,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Memphis_Bleek,{'http://dbpedia.org/ontology/MusicalArtist'}
Men_Are_Such_Fools_(1932_film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Men_Sam_An,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Men_Without_Women_(album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Men_in_Black:_The_Album,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Men_in_Black_II,"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Men_of_Texas,"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Men_with_Guns,"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
"Menallen_Township,_Adams_County,_Pennsylvania","{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Location'}"
Mendoza_Province,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Meng_Ge,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
"Mengo,_Uganda","{'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Mountain', 'http://dbpedia.org/ontology/Village', 'http://schema.org/Mountain', 'http://www.wikidata.org/entity/Q8502'}"
Mental_Disability_Advocacy_Center,"{'http://schema.org/Organization', 'http://dbpedia.org/ontology/Organisation', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson', 'http://www.wikidata.org/entity/Q43229'}"
Mentiroso,"{'http://dbpedia.org/ontology/Single', 'http://www.wikidata.org/entity/Q134556'}"
Mento,"{'http://dbpedia.org/ontology/Artist', 'http://www.wikidata.org/entity/Q483501', 'http://dbpedia.org/ontology/MusicGenre', 'http://www.wikidata.org/entity/Q188451'}"
Mentor_Zhubi,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Menzingen,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Meopham,"{'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Village'}"
Meppel–Groningen_railway,"{'http://www.wikidata.org/entity/Q728937', 'http://dbpedia.org/ontology/RailwayLine'}"
Meral_Akşener,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
"Mercedes,_Buenos_Aires","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Location'}"
Mercedes-Benz_540K,{'http://dbpedia.org/ontology/Automobile'}
Mercedes-Benz_C-Class,{'http://dbpedia.org/ontology/Automobile'}
Mercedes-Benz_C-Class_(W204),{'http://dbpedia.org/ontology/Automobile'}
Mercedes-Benz_GLC-Class,{'http://dbpedia.org/ontology/Automobile'}
Mercedes-Benz_S-Class_(W221),"{'http://dbpedia.org/ontology/Automobile', 'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Mercedes-Benz_W136,{'http://dbpedia.org/ontology/Automobile'}
Mercedes_Sosa,"{'http://schema.org/CreativeWork', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q215380', 'http://www.wikidata.org/entity/Q386724', 'http://dbpedia.org/ontology/Work'}"
Mercer_(consulting_firm),"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
"Merchantville,_New_Jersey",{'http://dbpedia.org/ontology/CityDistrict'}
Merciless_(Stephanie_Mills_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Mercury_Meteor,{'http://dbpedia.org/ontology/Automobile'}
Mere_Khuda,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q11424', 'http://www.wikidata.org/entity/Q15416'}"
Merengue_music,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/MusicGenre', 'http://www.wikidata.org/entity/Q188451', 'http://www.wikidata.org/entity/Q24229398', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Merl_Saunders,{'http://dbpedia.org/ontology/MusicalArtist'}
Merlucciidae,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Merrill's_Marauders_(film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
"Merrimack,_New_Hampshire","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Location', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q515'}"
Mersin_İdmanyurdu,"{'http://dbpedia.org/ontology/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://schema.org/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub', 'http://www.wikidata.org/entity/Q476028'}"
Mersudin_Ahmetović,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Mertensia,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Mervin_Tran,"{'http://dbpedia.org/ontology/FigureSkater', 'http://www.wikidata.org/entity/Q13219587'}"
Mervyn_Warren,{'http://dbpedia.org/ontology/MusicalArtist'}
Merzbow,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Merzig,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Location'}"
Mesa_Airlines,"{'http://dbpedia.org/ontology/Airline', 'http://www.wikidata.org/entity/Q46970'}"
Mescalero,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/EthnicGroup', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q41710'}"
Mesk_Records,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/RecordLabel'}"
Mesocapromys,"{'http://dbpedia.org/ontology/Mammal', 'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q7377'}"
Mesocco,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Mesolia,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Mesotype,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Message_to_Michael,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Messages_(OMD_song),"{'http://dbpedia.org/ontology/Single', 'http://www.wikidata.org/entity/Q134556'}"
Messed_Up_Kids,"{'http://schema.org/MusicAlbum', 'http://www.wikidata.org/entity/Q482994', 'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q134556'}"
Messen,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Messengers_(album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Messerschmitt-Bölkow-Blohm,"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
Messkirch,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Mesut_Bakkal,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q937857'}"
"Metairie,_Louisiana","{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Metaleptus_batesi,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metaleptus_pyrrhulus,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metamorfosis_(Ednita_Nazario_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Metaphatus,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metapterini,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metarctia,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metatheria,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Method_Man,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Metiria_Turei,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Metopocoilus_rojasi,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Metroid_Prime,"{'http://www.wikidata.org/entity/Q7889', 'http://dbpedia.org/ontology/VideoGame'}"
Metropolis_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Metropolis_Group,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/PopulatedPlaceOrCompany', 'http://dbpedia.org/ontology/RecordLabel'}"
Metropolitan_City_of_Rome_Capital,"{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Province', 'http://www.wikidata.org/entity/Q515'}"
Metropolitan_City_of_Turin,"{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Province', 'http://www.wikidata.org/entity/Q515'}"
Metropolitan_Transit_Authority_of_Harris_County,"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
Metrô_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
"Metter,_Georgia","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Location'}"
"Metuchen,_New_Jersey",{'http://dbpedia.org/ontology/CityDistrict'}
Mexican_Americans,"{'http://www.wikidata.org/entity/Q41710', 'http://www.wikidata.org/entity/Q6256', 'http://schema.org/Country', 'http://dbpedia.org/ontology/EthnicGroup', 'http://dbpedia.org/ontology/Country'}"
Mexico_national_football_team,"{'http://dbpedia.org/ontology/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://schema.org/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub', 'http://www.wikidata.org/entity/Q476028'}"
MiBBs,{''}
Mia_Rose,{'http://dbpedia.org/ontology/MusicalArtist'}
Mia_Wasikowska,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Miami_Mile_Handicap,{'http://dbpedia.org/ontology/HorseRace'}
